series_id,label,year,period,periodName,value,date
SMU01000000000000001,Alabama - Total Nonfarm,2019,M06,June,2085.2,2019-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2019,M05,May,2081.6,2019-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2019,M04,April,2076.5,2019-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2019,M03,March,2063.8,2019-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2019,M02,February,2056.4,2019-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2019,M01,January,2043.2,2019-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M12,December,2075.4,2018-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M11,November,2076.4,2018-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M10,October,2062.4,2018-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M09,September,2052.0,2018-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M08,August,2049.4,2018-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M07,July,2041.3,2018-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M06,June,2055.6,2018-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M05,May,2046.0,2018-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M04,April,2042.0,2018-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M03,March,2031.1,2018-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M02,February,2020.1,2018-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2018,M01,January,2003.7,2018-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M12,December,2038.8,2017-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M11,November,2039.6,2017-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M10,October,2030.7,2017-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M09,September,2024.6,2017-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M08,August,2019.7,2017-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M07,July,2011.3,2017-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M06,June,2028.0,2017-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M05,May,2023.0,2017-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M04,April,2016.7,2017-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M03,March,2010.6,2017-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M02,February,1999.0,2017-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2017,M01,January,1984.5,2017-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M12,December,2016.1,2016-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M11,November,2013.6,2016-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M10,October,2005.8,2016-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M09,September,2007.0,2016-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M08,August,1998.0,2016-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M07,July,1991.6,2016-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M06,June,2003.9,2016-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M05,May,2003.6,2016-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M04,April,2001.4,2016-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M03,March,1984.8,2016-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M02,February,1974.8,2016-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2016,M01,January,1962.8,2016-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M12,December,2000.2,2015-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M11,November,1993.9,2015-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M10,October,1985.8,2015-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M09,September,1977.6,2015-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M08,August,1972.6,2015-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M07,July,1965.9,2015-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M06,June,1979.6,2015-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M05,May,1978.3,2015-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M04,April,1969.2,2015-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M03,March,1953.7,2015-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M02,February,1945.2,2015-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2015,M01,January,1932.5,2015-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M12,December,1974.0,2014-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M11,November,1966.3,2014-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M10,October,1959.1,2014-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M09,September,1953.0,2014-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M08,August,1945.0,2014-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M07,July,1934.1,2014-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M06,June,1953.1,2014-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M05,May,1950.6,2014-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M04,April,1943.9,2014-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M03,March,1930.0,2014-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M02,February,1915.3,2014-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2014,M01,January,1905.6,2014-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M12,December,1947.2,2013-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M11,November,1942.6,2013-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M10,October,1929.6,2013-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M09,September,1927.3,2013-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M08,August,1923.2,2013-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M07,July,1915.3,2013-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M06,June,1935.4,2013-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M05,May,1934.1,2013-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M04,April,1926.4,2013-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M03,March,1917.8,2013-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M02,February,1903.4,2013-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2013,M01,January,1885.7,2013-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M12,December,1926.2,2012-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M11,November,1927.5,2012-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M10,October,1914.1,2012-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M09,September,1911.1,2012-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M08,August,1903.5,2012-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M07,July,1892.7,2012-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M06,June,1916.7,2012-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M05,May,1912.5,2012-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M04,April,1909.6,2012-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M03,March,1901.6,2012-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M02,February,1882.8,2012-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2012,M01,January,1870.4,2012-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M12,December,1904.7,2011-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M11,November,1905.2,2011-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M10,October,1894.5,2011-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M09,September,1899.9,2011-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M08,August,1886.9,2011-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M07,July,1881.9,2011-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M06,June,1896.9,2011-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M05,May,1897.3,2011-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M04,April,1894.8,2011-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M03,March,1886.2,2011-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M02,February,1873.6,2011-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2011,M01,January,1858.8,2011-01-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M12,December,1903.6,2010-12-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M11,November,1904.3,2010-11-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M10,October,1897.6,2010-10-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M09,September,1891.7,2010-09-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M08,August,1886.8,2010-08-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M07,July,1888.2,2010-07-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M06,June,1907.9,2010-06-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M05,May,1907.1,2010-05-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M04,April,1891.5,2010-04-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M03,March,1879.7,2010-03-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M02,February,1864.5,2010-02-01
SMU01000000000000001,Alabama - Total Nonfarm,2010,M01,January,1858.2,2010-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M12,December,326.2,2024-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M11,November,326.9,2024-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M10,October,334.2,2024-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M09,September,346.1,2024-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M08,August,353.0,2024-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M07,July,356.9,2024-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M06,June,350.1,2024-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M05,May,338.4,2024-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M04,April,327.3,2024-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M03,March,323.5,2024-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M02,February,320.6,2024-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2024,M01,January,313.0,2024-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M12,December,316.7,2023-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M11,November,317.0,2023-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M10,October,325.3,2023-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M09,September,341.6,2023-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M08,August,349.1,2023-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M07,July,351.4,2023-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M06,June,347.1,2023-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M05,May,330.1,2023-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M04,April,320.0,2023-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M03,March,315.4,2023-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M02,February,313.9,2023-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2023,M01,January,306.9,2023-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M12,December,308.7,2022-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M11,November,309.9,2022-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M10,October,316.2,2022-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M09,September,329.3,2022-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M08,August,338.9,2022-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M07,July,342.0,2022-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M06,June,334.2,2022-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M05,May,323.2,2022-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M04,April,312.7,2022-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M03,March,308.1,2022-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M02,February,305.6,2022-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2022,M01,January,299.5,2022-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M12,December,303.3,2021-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M11,November,304.5,2021-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M10,October,310.8,2021-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M09,September,321.2,2021-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M08,August,328.6,2021-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M07,July,331.4,2021-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M06,June,321.7,2021-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M05,May,310.5,2021-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M04,April,304.1,2021-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M03,March,299.2,2021-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M02,February,296.7,2021-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2021,M01,January,291.6,2021-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M12,December,294.2,2020-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M11,November,296.7,2020-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M10,October,303.2,2020-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M09,September,306.4,2020-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M08,August,308.4,2020-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M07,July,307.0,2020-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M06,June,301.4,2020-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M05,May,288.5,2020-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M04,April,278.1,2020-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M03,March,316.9,2020-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M02,February,317.3,2020-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2020,M01,January,310.9,2020-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M12,December,314.5,2019-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M11,November,317.2,2019-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M10,October,327.7,2019-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M09,September,343.3,2019-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M08,August,352.2,2019-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M07,July,355.4,2019-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M06,June,349.4,2019-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M05,May,334.6,2019-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M04,April,322.4,2019-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M03,March,317.9,2019-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M02,February,316.4,2019-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2019,M01,January,309.5,2019-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M12,December,313.2,2018-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M11,November,315.8,2018-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M10,October,326.1,2018-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M09,September,338.5,2018-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M08,August,349.3,2018-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M07,July,351.4,2018-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M06,June,347.3,2018-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M05,May,332.8,2018-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M04,April,319.5,2018-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M03,March,316.3,2018-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M02,February,314.7,2018-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2018,M01,January,308.0,2018-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M12,December,312.1,2017-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M11,November,314.7,2017-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M10,October,325.2,2017-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M09,September,340.5,2017-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M08,August,351.2,2017-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M07,July,353.6,2017-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M06,June,349.7,2017-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M05,May,335.3,2017-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M04,April,321.9,2017-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M03,March,318.2,2017-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M02,February,317.2,2017-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2017,M01,January,310.5,2017-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M12,December,316.0,2016-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M11,November,318.0,2016-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M10,October,328.1,2016-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M09,September,342.5,2016-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M08,August,354.0,2016-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M07,July,358.1,2016-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M06,June,351.8,2016-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M05,May,340.2,2016-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M04,April,330.0,2016-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M03,March,323.7,2016-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M02,February,322.1,2016-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2016,M01,January,317.7,2016-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M12,December,321.4,2015-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M11,November,324.2,2015-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M10,October,334.2,2015-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M09,September,351.1,2015-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M08,August,360.3,2015-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M07,July,365.0,2015-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M06,June,358.0,2015-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M05,May,345.1,2015-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M04,April,332.8,2015-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M03,March,328.4,2015-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M02,February,326.2,2015-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2015,M01,January,321.9,2015-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M12,December,324.2,2014-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M11,November,326.3,2014-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M10,October,335.1,2014-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M09,September,350.6,2014-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M08,August,360.3,2014-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M07,July,362.4,2014-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M06,June,356.4,2014-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M05,May,344.0,2014-05-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M04,April,331.2,2014-04-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M03,March,325.5,2014-03-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M02,February,322.9,2014-02-01
SMU02000000000000001,Alaska - Total Nonfarm,2014,M01,January,318.6,2014-01-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M12,December,322.1,2013-12-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M11,November,325.1,2013-11-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M10,October,333.5,2013-10-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M09,September,351.3,2013-09-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M08,August,359.8,2013-08-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M07,July,360.2,2013-07-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M06,June,355.3,2013-06-01
SMU02000000000000001,Alaska - Total Nonfarm,2013,M05,May,340.1,2013-05-01
